,assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,local_fna,filename,is_synecho
1096,GCA_003214755.1,PRJNA445865,SAMN08886394,QCLF00000000.1,derived from single cell,na,,2162499,2162499,Prochlorococcus sp. AG-412-L10,,AG-412-L10,latest,Contig,Major,Full,2018/06/12,ASM321475v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/755/GCA_003214755.1_ASM321475v1,./genbank/bacteria/GCA_003214755.1/GCA_003214755.1_ASM321475v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003214755.1_ASM321475v1_genomic.fna,GCA_003214755.1_ASM321475v1,False
1097,GCA_003214715.1,PRJNA445865,SAMN08886396,QCLH00000000.1,derived from single cell,na,,2162501,2162501,Prochlorococcus sp. AG-412-O03,,AG-412-O03,latest,Contig,Major,Full,2018/06/12,ASM321471v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/715/GCA_003214715.1_ASM321471v1,./genbank/bacteria/GCA_003214715.1/GCA_003214715.1_ASM321471v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003214715.1_ASM321471v1_genomic.fna,GCA_003214715.1_ASM321471v1,False
1098,GCA_003214695.1,PRJNA445865,SAMN08886397,QCLI00000000.1,derived from single cell,na,,2162502,2162502,Prochlorococcus sp. AG-412-P08,,AG-412-P08,latest,Contig,Major,Full,2018/06/12,ASM321469v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/695/GCA_003214695.1_ASM321469v1,./genbank/bacteria/GCA_003214695.1/GCA_003214695.1_ASM321469v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003214695.1_ASM321469v1_genomic.fna,GCA_003214695.1_ASM321469v1,False
1099,GCA_003214415.1,PRJNA445865,SAMN08886406,QCLR00000000.1,derived from single cell,na,,2162503,2162503,Prochlorococcus sp. AG-418-B17,,AG-418-B17,latest,Contig,Major,Full,2018/06/12,ASM321441v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/415/GCA_003214415.1_ASM321441v1,./genbank/bacteria/GCA_003214415.1/GCA_003214415.1_ASM321441v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003214415.1_ASM321441v1_genomic.fna,GCA_003214415.1_ASM321441v1,False
1100,GCA_003214355.1,PRJNA445865,SAMN08886407,QCLS00000000.1,derived from single cell,na,,2162504,2162504,Prochlorococcus sp. AG-418-C09,,AG-418-C09,latest,Contig,Major,Full,2018/06/12,ASM321435v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/355/GCA_003214355.1_ASM321435v1,./genbank/bacteria/GCA_003214355.1/GCA_003214355.1_ASM321435v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003214355.1_ASM321435v1_genomic.fna,GCA_003214355.1_ASM321435v1,False
1101,GCA_003214315.1,PRJNA445865,SAMN08886409,QCLU00000000.1,derived from single cell,na,,2162506,2162506,Prochlorococcus sp. AG-418-D13,,AG-418-D13,latest,Contig,Major,Full,2018/06/12,ASM321431v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/315/GCA_003214315.1_ASM321431v1,./genbank/bacteria/GCA_003214315.1/GCA_003214315.1_ASM321431v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003214315.1_ASM321431v1_genomic.fna,GCA_003214315.1_ASM321431v1,False
1102,GCA_003214295.1,PRJNA445865,SAMN08886410,QCLV00000000.1,derived from single cell,na,,2162507,2162507,Prochlorococcus sp. AG-418-F08,,AG-418-F08,latest,Contig,Major,Full,2018/06/12,ASM321429v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/295/GCA_003214295.1_ASM321429v1,./genbank/bacteria/GCA_003214295.1/GCA_003214295.1_ASM321429v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003214295.1_ASM321429v1_genomic.fna,GCA_003214295.1_ASM321429v1,False
1103,GCA_003214215.1,PRJNA445865,SAMN08886412,QCLX00000000.1,derived from single cell,na,,2162508,2162508,Prochlorococcus sp. AG-418-G18,,AG-418-G18,latest,Contig,Major,Full,2018/06/12,ASM321421v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/215/GCA_003214215.1_ASM321421v1,./genbank/bacteria/GCA_003214215.1/GCA_003214215.1_ASM321421v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003214215.1_ASM321421v1_genomic.fna,GCA_003214215.1_ASM321421v1,False
1104,GCA_003214115.1,PRJNA445865,SAMN08886415,QCMA00000000.1,derived from single cell,na,,2162509,2162509,Prochlorococcus sp. AG-418-I21,,AG-418-I21,latest,Contig,Major,Full,2018/06/12,ASM321411v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/115/GCA_003214115.1_ASM321411v1,./genbank/bacteria/GCA_003214115.1/GCA_003214115.1_ASM321411v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003214115.1_ASM321411v1_genomic.fna,GCA_003214115.1_ASM321411v1,False
1105,GCA_003213355.1,PRJNA445865,SAMN08886444,QCND00000000.1,derived from single cell,na,,2162510,2162510,Prochlorococcus sp. AG-424-E20,,AG-424-E20,latest,Contig,Major,Full,2018/06/12,ASM321335v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/213/355/GCA_003213355.1_ASM321335v1,./genbank/bacteria/GCA_003213355.1/GCA_003213355.1_ASM321335v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003213355.1_ASM321335v1_genomic.fna,GCA_003213355.1_ASM321335v1,False
1106,GCA_003213335.1,PRJNA445865,SAMN08886446,QCNF00000000.1,derived from single cell,na,,2162511,2162511,Prochlorococcus sp. AG-424-J22,,AG-424-J22,latest,Contig,Major,Full,2018/06/12,ASM321333v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/213/335/GCA_003213335.1_ASM321333v1,./genbank/bacteria/GCA_003213335.1/GCA_003213335.1_ASM321333v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003213335.1_ASM321333v1_genomic.fna,GCA_003213335.1_ASM321333v1,False
1107,GCA_003213275.1,PRJNA445865,SAMN08886448,QCNH00000000.1,derived from single cell,na,,2162513,2162513,Prochlorococcus sp. AG-424-M03,,AG-424-M03,latest,Contig,Major,Full,2018/06/12,ASM321327v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/213/275/GCA_003213275.1_ASM321327v1,./genbank/bacteria/GCA_003213275.1/GCA_003213275.1_ASM321327v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003213275.1_ASM321327v1_genomic.fna,GCA_003213275.1_ASM321327v1,False
1108,GCA_003213255.1,PRJNA445865,SAMN08886449,QCNI00000000.1,derived from single cell,na,,2162514,2162514,Prochlorococcus sp. AG-424-P16,,AG-424-P16,latest,Contig,Major,Full,2018/06/12,ASM321325v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/213/255/GCA_003213255.1_ASM321325v1,./genbank/bacteria/GCA_003213255.1/GCA_003213255.1_ASM321325v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003213255.1_ASM321325v1_genomic.fna,GCA_003213255.1_ASM321325v1,False
1109,GCA_003212395.1,PRJNA445865,SAMN08886513,QCPU00000000.1,derived from single cell,na,,2162520,2162520,Prochlorococcus sp. AG-442-B03,,AG-442-B03,latest,Contig,Major,Full,2018/06/12,ASM321239v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/212/395/GCA_003212395.1_ASM321239v1,./genbank/bacteria/GCA_003212395.1/GCA_003212395.1_ASM321239v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003212395.1_ASM321239v1_genomic.fna,GCA_003212395.1_ASM321239v1,False
1110,GCA_003209715.1,PRJNA445865,SAMN08886514,QCPV00000000.1,derived from single cell,na,,2162521,2162521,Prochlorococcus sp. AG-442-D10,,AG-442-D10,latest,Contig,Major,Full,2018/06/12,ASM320971v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/715/GCA_003209715.1_ASM320971v1,./genbank/bacteria/GCA_003209715.1/GCA_003209715.1_ASM320971v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003209715.1_ASM320971v1_genomic.fna,GCA_003209715.1_ASM320971v1,False
1111,GCA_003209585.1,PRJNA445865,SAMN08886528,QCQJ00000000.1,derived from single cell,na,,2162524,2162524,Prochlorococcus sp. AG-449-G23,,AG-449-G23,latest,Contig,Major,Full,2018/06/12,ASM320958v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/585/GCA_003209585.1_ASM320958v1,./genbank/bacteria/GCA_003209585.1/GCA_003209585.1_ASM320958v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003209585.1_ASM320958v1_genomic.fna,GCA_003209585.1_ASM320958v1,False
1112,GCA_003209565.1,PRJNA445865,SAMN08886529,QCQK00000000.1,derived from single cell,na,,2162525,2162525,Prochlorococcus sp. AG-449-J16,,AG-449-J16,latest,Contig,Major,Full,2018/06/12,ASM320956v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/565/GCA_003209565.1_ASM320956v1,./genbank/bacteria/GCA_003209565.1/GCA_003209565.1_ASM320956v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003209565.1_ASM320956v1_genomic.fna,GCA_003209565.1_ASM320956v1,False
1113,GCA_003209505.1,PRJNA445865,SAMN08886542,QCQX00000000.1,derived from single cell,na,,2162527,2162527,Prochlorococcus sp. AG-459-A09,,AG-459-A09,latest,Contig,Major,Full,2018/06/12,ASM320950v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/505/GCA_003209505.1_ASM320950v1,./genbank/bacteria/GCA_003209505.1/GCA_003209505.1_ASM320950v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003209505.1_ASM320950v1_genomic.fna,GCA_003209505.1_ASM320950v1,False
1114,GCA_003209475.1,PRJNA445865,SAMN08886543,QCQY00000000.1,derived from single cell,na,,2162528,2162528,Prochlorococcus sp. AG-459-B06,,AG-459-B06,latest,Contig,Major,Full,2018/06/12,ASM320947v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/475/GCA_003209475.1_ASM320947v1,./genbank/bacteria/GCA_003209475.1/GCA_003209475.1_ASM320947v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003209475.1_ASM320947v1_genomic.fna,GCA_003209475.1_ASM320947v1,False
1115,GCA_003212035.1,PRJNA445865,SAMN08886545,QCRA00000000.1,derived from single cell,na,,2162530,2162530,Prochlorococcus sp. AG-459-D04,,AG-459-D04,latest,Contig,Major,Full,2018/06/12,ASM321203v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/212/035/GCA_003212035.1_ASM321203v1,./genbank/bacteria/GCA_003212035.1/GCA_003212035.1_ASM321203v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003212035.1_ASM321203v1_genomic.fna,GCA_003212035.1_ASM321203v1,False
1116,GCA_003209425.1,PRJNA445865,SAMN08886546,QCRB00000000.1,derived from single cell,na,,2162531,2162531,Prochlorococcus sp. AG-459-E08,,AG-459-E08,latest,Contig,Major,Full,2018/06/12,ASM320942v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/425/GCA_003209425.1_ASM320942v1,./genbank/bacteria/GCA_003209425.1/GCA_003209425.1_ASM320942v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003209425.1_ASM320942v1_genomic.fna,GCA_003209425.1_ASM320942v1,False
1117,GCA_003209415.1,PRJNA445865,SAMN08886547,QCRC00000000.1,derived from single cell,na,,2162532,2162532,Prochlorococcus sp. AG-459-J14,,AG-459-J14,latest,Contig,Major,Full,2018/06/12,ASM320941v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/415/GCA_003209415.1_ASM320941v1,./genbank/bacteria/GCA_003209415.1/GCA_003209415.1_ASM320941v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003209415.1_ASM320941v1_genomic.fna,GCA_003209415.1_ASM320941v1,False
1118,GCA_003212005.1,PRJNA445865,SAMN08886549,QCRE00000000.1,derived from single cell,na,,2162534,2162534,Prochlorococcus sp. AG-459-M13,,AG-459-M13,latest,Contig,Major,Full,2018/06/12,ASM321200v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/212/005/GCA_003212005.1_ASM321200v1,./genbank/bacteria/GCA_003212005.1/GCA_003212005.1_ASM321200v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003212005.1_ASM321200v1_genomic.fna,GCA_003212005.1_ASM321200v1,False
1119,GCA_003209375.1,PRJNA445865,SAMN08886550,QCRF00000000.1,derived from single cell,na,,2162535,2162535,Prochlorococcus sp. AG-459-N19,,AG-459-N19,latest,Contig,Major,Full,2018/06/12,ASM320937v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/375/GCA_003209375.1_ASM320937v1,./genbank/bacteria/GCA_003209375.1/GCA_003209375.1_ASM320937v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003209375.1_ASM320937v1_genomic.fna,GCA_003209375.1_ASM320937v1,False
1120,GCA_003211975.1,PRJNA445865,SAMN08886551,QCRG00000000.1,derived from single cell,na,,2162536,2162536,Prochlorococcus sp. AG-459-O03,,AG-459-O03,latest,Contig,Major,Full,2018/06/12,ASM321197v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/211/975/GCA_003211975.1_ASM321197v1,./genbank/bacteria/GCA_003211975.1/GCA_003211975.1_ASM321197v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003211975.1_ASM321197v1_genomic.fna,GCA_003211975.1_ASM321197v1,False
1121,GCA_003211895.1,PRJNA445865,SAMN08886554,QCRJ00000000.1,derived from single cell,na,,2162537,2162537,Prochlorococcus sp. AG-459-P07,,AG-459-P07,latest,Contig,Major,Full,2018/06/12,ASM321189v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/211/895/GCA_003211895.1_ASM321189v1,./genbank/bacteria/GCA_003211895.1/GCA_003211895.1_ASM321189v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003211895.1_ASM321189v1_genomic.fna,GCA_003211895.1_ASM321189v1,False
1122,GCA_003211315.1,PRJNA445865,SAMN08886599,QCTC00000000.1,derived from single cell,na,,2162543,2162543,Prochlorococcus sp. AG-670-O17,,AG-670-O17,latest,Contig,Major,Full,2018/06/12,ASM321131v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/211/315/GCA_003211315.1_ASM321131v1,./genbank/bacteria/GCA_003211315.1/GCA_003211315.1_ASM321131v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003211315.1_ASM321131v1_genomic.fna,GCA_003211315.1_ASM321131v1,False
1123,GCA_003211155.1,PRJNA445865,SAMN08886609,QCTM00000000.1,derived from single cell,na,,2162544,2162544,Prochlorococcus sp. AG-673-K22,,AG-673-K22,latest,Contig,Major,Full,2018/06/12,ASM321115v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/211/155/GCA_003211155.1_ASM321115v1,./genbank/bacteria/GCA_003211155.1/GCA_003211155.1_ASM321115v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003211155.1_ASM321115v1_genomic.fna,GCA_003211155.1_ASM321115v1,False
1124,GCA_003210915.1,PRJNA445865,SAMN08886623,QCUA00000000.1,derived from single cell,na,,2162546,2162546,Prochlorococcus sp. AG-676-L21,,AG-676-L21,latest,Contig,Major,Full,2018/06/12,ASM321091v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/915/GCA_003210915.1_ASM321091v1,./genbank/bacteria/GCA_003210915.1/GCA_003210915.1_ASM321091v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003210915.1_ASM321091v1_genomic.fna,GCA_003210915.1_ASM321091v1,False
1125,GCA_003208845.1,PRJNA445865,SAMN08886642,QCUT00000000.1,derived from single cell,na,,2162547,2162547,Prochlorococcus sp. AG-679-N20,,AG-679-N20,latest,Contig,Major,Full,2018/06/12,ASM320884v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/208/845/GCA_003208845.1_ASM320884v1,./genbank/bacteria/GCA_003208845.1/GCA_003208845.1_ASM320884v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003208845.1_ASM320884v1_genomic.fna,GCA_003208845.1_ASM320884v1,False
1126,GCA_003248995.1,PRJNA436342,SAMN08895988,QBMG00000000.1,derived from metagenome,na,,2164130,2164130,Cyanobium sp.,,ULC082bin1,latest,Scaffold,Major,Full,2018/06/19,ASM324899v1,ULg,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/248/995/GCA_003248995.1_ASM324899v1,./genbank/bacteria/GCA_003248995.1/GCA_003248995.1_ASM324899v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003248995.1_ASM324899v1_genomic.fna,GCA_003248995.1_ASM324899v1,False
1127,GCA_003249045.1,PRJNA436342,SAMN08895982,QBMM00000000.1,derived from metagenome,na,,2164130,2164130,Cyanobium sp.,,ULC065bin1,latest,Scaffold,Major,Full,2018/06/19,ASM324904v1,ULg,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/249/045/GCA_003249045.1_ASM324904v1,./genbank/bacteria/GCA_003249045.1/GCA_003249045.1_ASM324904v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003249045.1_ASM324904v1_genomic.fna,GCA_003249045.1_ASM324904v1,False
1128,GCA_003249115.1,PRJNA436342,SAMN08895991,QBMD00000000.1,derived from metagenome,na,,2164130,2164130,Cyanobium sp.,,ULC084bin3,latest,Scaffold,Major,Full,2018/06/19,ASM324911v1,ULg,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/249/115/GCA_003249115.1_ASM324911v1,./genbank/bacteria/GCA_003249115.1/GCA_003249115.1_ASM324911v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003249115.1_ASM324911v1_genomic.fna,GCA_003249115.1_ASM324911v1,False
1129,GCA_003249095.1,PRJNA436342,SAMN08895976,QBMS00000000.1,derived from metagenome,na,,2164131,2164131,Snowella sp.,,ULC335bin1,latest,Scaffold,Major,Full,2018/06/19,ASM324909v1,ULg,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/249/095/GCA_003249095.1_ASM324909v1,./genbank/bacteria/GCA_003249095.1/GCA_003249095.1_ASM324909v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003249095.1_ASM324909v1_genomic.fna,GCA_003249095.1_ASM324909v1,False
1130,GCA_002252705.1,PRJNA396543,SAMN07427899,NQLA00000000.1,,representative genome,assembly from type material,2025607,2170428,Vulcanococcus limneticus LL,strain=LL,,latest,Scaffold,Major,Full,2017/08/15,ASM225270v1,University of Bristol,GCF_002252705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/252/705/GCA_002252705.1_ASM225270v1,./genbank/bacteria/GCA_002252705.1/GCA_002252705.1_ASM225270v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002252705.1_ASM225270v1_genomic.fna,GCA_002252705.1_ASM225270v1,False
1131,GCA_003011885.1,PRJNA435996,SAMN08610141,PXXO00000000.1,,representative genome,assembly from type material,2116684,2304190,Cyanobium usitatum str. Tous,strain=Tous,,latest,Contig,Major,Full,2018/03/19,ASM301188v1,Evolutionary Genomics Group,GCF_003011885.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/011/885/GCA_003011885.1_ASM301188v1,./genbank/bacteria/GCA_003011885.1/GCA_003011885.1_ASM301188v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003011885.1_ASM301188v1_genomic.fna,GCA_003011885.1_ASM301188v1,False
1132,GCA_000021825.1,PRJNA20479,SAMN00000286,,,representative genome,assembly from type material,65393,2546356,Gloeothece citriformis PCC 7424,strain=PCC 7424,,latest,Complete Genome,Major,Full,2008/12/17,ASM2182v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000021825.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/825/GCA_000021825.1_ASM2182v1,./genbank/bacteria/GCA_000021825.1/GCA_000021825.1_ASM2182v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000021825.1_ASM2182v1_genomic.fna,GCA_000021825.1_ASM2182v1,False
1133,GCA_000147335.1,PRJNA28535,SAMN00000663,,,representative genome,assembly from type material,497965,2546359,Gloeothece verrucosa PCC 7822,strain=PCC 7822,,latest,Complete Genome,Major,Full,2010/09/15,ASM14733v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000147335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/335/GCA_000147335.1_ASM14733v1,./genbank/bacteria/GCA_000147335.1/GCA_000147335.1_ASM14733v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000147335.1_ASM14733v1_genomic.fna,GCA_000147335.1_ASM14733v1,False
1134,GCA_000017845.1,PRJNA20319,SAMN02604312,,,representative genome,assembly from type material,43989,2546360,Crocosphaera subtropica ATCC 51142,strain=ATCC 51142,,latest,Complete Genome,Major,Full,2008/04/01,ASM1784v1,Washington University (WashU),GCF_000017845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/845/GCA_000017845.1_ASM1784v1,./genbank/bacteria/GCA_000017845.1/GCA_000017845.1_ASM1784v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000017845.1_ASM1784v1_genomic.fna,GCA_000017845.1_ASM1784v1,False
1135,GCA_000169335.1,PRJNA18951,SAMN02436157,AAXW00000000.1,,representative genome,assembly from type material,391612,2546361,Crocosphaera chwakensis CCY0110,strain=CCY0110,,latest,Contig,Major,Full,2007/03/06,ASM16933v1,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,GCF_000169335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/335/GCA_000169335.1_ASM16933v1,./genbank/bacteria/GCA_000169335.1/GCA_000169335.1_ASM16933v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000169335.1_ASM16933v1_genomic.fna,GCA_000169335.1_ASM16933v1,False
1136,GCA_000021805.1,PRJNA20503,SAMN00000280,,,representative genome,assembly from type material,41431,2546366,Rippkaea orientalis PCC 8801,strain=PCC 8801,,latest,Complete Genome,Major,Full,2008/12/17,ASM2180v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000021805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/805/GCA_000021805.1_ASM2180v1,./genbank/bacteria/GCA_000021805.1/GCA_000021805.1_ASM2180v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000021805.1_ASM2180v1_genomic.fna,GCA_000021805.1_ASM2180v1,False
1137,GCA_000024045.1,PRJNA28339,SAMN00000634,,,na,,395962,2546366,Rippkaea orientalis PCC 8802,strain=PCC 8802,,latest,Complete Genome,Major,Full,2009/08/26,ASM2404v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000024045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/045/GCA_000024045.1_ASM2404v1,./genbank/bacteria/GCA_000024045.1/GCA_000024045.1_ASM2404v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000024045.1_ASM2404v1_genomic.fna,GCA_000024045.1_ASM2404v1,False
